ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
730,0.0,42,yes,V3,23.0,V3,V4,V4,V1,1515,F,,V4,V3,V2,0.0,17686,1.0,V1,5602,1,V4,V1,2,V2,23,V4,4,V2,1.0,T,1515,
731,0.0,37,yes,V2,10.0,V7,V1,V3,V2,3949,F,,V3,V3,V2,0.0,66835,1.0,V3,4300,1,V2,V1,1,V2,10,V2,1,V3,2.0,T,3949,
732,0.0,54,yes,V5,14.0,V3,V1,V4,V4,3568,F,,V4,V1,V4,0.0,55700,1.0,V1,5768,2,V2,V2,1,V1,14,V2,4,V2,1.0,T,3568,
733,0.0,44,yes,V3,23.0,V9,V3,V4,V4,2375,F,,V4,V3,V3,0.0,18647,1.0,V1,5498,2,V3,V2,2,V2,23,V3,4,V3,2.0,T,2375,
734,0.0,29,yes,V4,18.0,V7,V2,V1,V4,2249,F,,V1,V3,V4,0.0,81734,1.0,V1,6243,3,V2,V2,1,V2,18,V2,4,V3,2.0,T,2249,
735,0.0,29,yes,V3,17.0,V7,V2,V2,V4,5865,F,,V2,V3,V3,0.0,12985,1.0,V1,8066,2,V2,V2,2,V2,17,V2,2,V3,1.0,T,5865,
736,0.0,23,yes,V2,4.0,V2,V1,V4,V1,601,F,,V4,V3,V2,0.0,42242,1.0,V1,5391,3,V2,V1,1,V1,4,V2,1,V2,2.0,T,601,
737,0.0,48,yes,V3,23.0,V1,V5,V4,V3,9277,F,,V4,V3,V3,0.0,33596,1.0,V1,4678,4,V2,V2,1,V3,23,V2,2,V1,1.0,T,9277,
738,0.0,32,yes,V4,12.0,V7,V1,V2,V4,6077,F,,V2,V3,V3,0.0,26547,1.0,V1,3358,2,V2,V1,1,V2,12,V2,2,V3,1.0,T,6077,
739,0.0,26,yes,V4,15.0,V9,V1,V3,V2,2686,F,,V3,V3,V3,0.0,14924,1.0,V1,3990,4,V2,V2,1,V1,15,V2,2,V3,1.0,T,2686,
740,0.0,39,yes,V1,18.0,V9,V1,V2,V4,3590,F,,V2,V3,V1,0.0,28872,1.0,V1,4535,3,V4,V2,3,V2,18,V4,3,V4,2.0,T,3590,
741,0.0,26,yes,V3,24.0,V2,V1,V1,V4,4019,F,,V1,V2,V3,0.0,94709,1.0,V1,3736,2,V2,V1,1,V2,24,V2,2,V3,1.0,T,4019,
742,0.0,45,yes,V5,21.0,V1,V5,V4,V1,2475,F,,V4,V3,V4,0.0,54664,1.0,V1,4359,4,V2,V2,1,V2,21,V2,4,V3,1.0,T,2475,
743,0.0,24,yes,V3,9.0,V3,V1,V2,V1,458,F,,V2,V3,V3,0.0,62802,1.0,V1,6357,3,V2,V1,1,V2,9,V2,4,V3,1.0,T,458,
744,1.0,20,yes,V4,12.0,V3,V2,V1,V2,674,F,,V1,V3,V3,0.0,43482,1.0,V1,4541,1,V2,V1,1,V2,12,V2,4,V4,1.0,T,674,
745,0.0,36,yes,V3,23.0,V7,V1,V4,V4,2022,F,,V4,V3,V3,0.0,13643,1.0,V1,4424,4,V4,V2,1,V2,23,V4,4,V2,1.0,T,2022,
746,0.0,38,yes,V5,,V7,V1,V1,V3,860,F,,V1,V3,V3,0.0,53559,1.0,V1,5819,4,V4,V2,2,V2,5,V4,1,V2,1.0,T,860,
747,0.0,49,yes,V5,12.0,V2,V5,V4,V2,5801,F,,V4,V3,V3,0.0,97558,1.0,V1,4228,4,V4,V2,1,V1,12,V4,2,V3,1.0,T,5801,
748,0.0,34,yes,V2,11.0,V3,V1,V4,V4,1492,F,,V4,V3,V3,0.0,38811,1.0,V1,4322,3,V2,V1,1,V2,11,V2,4,V2,2.0,T,1492,
749,1.0,27,yes,V1,29.0,V7,V1,V2,V4,4248,F,,V2,V3,V4,0.0,20821,1.0,V1,3601,2,V4,V1,2,V2,29,V4,4,V4,1.0,T,4248,
750,0.0,58,yes,V4,11.0,V3,V1,V1,V1,385,F,,V1,V3,V2,0.0,70979,1.0,V1,4887,3,V4,V2,4,V2,11,V4,4,V2,1.0,T,385,
751,0.0,32,yes,V3,18.0,V3,V1,V4,V3,1504,F,,V4,V3,V4,0.0,58385,1.0,V1,6359,2,V2,V2,1,V3,18,V2,4,V3,1.0,T,1504,
752,0.0,39,yes,V4,5.0,V8,V5,V2,V2,932,F,,V2,V3,V2,0.0,36984,1.0,V1,4125,3,V4,V1,2,V2,5,V4,1,V2,1.0,T,932,
753,0.0,27,yes,V2,12.0,V7,V2,V2,V4,1994,F,,V2,V3,V3,0.0,9890,1.0,V1,6723,1,V4,V1,1,V2,12,V4,4,V3,1.0,T,1994,
754,0.0,28,yes,V2,23.0,V7,V1,V4,V1,1248,F,,V4,V3,V3,0.0,70356,1.0,V1,5677,2,V2,V1,1,V2,23,V2,4,V4,1.0,T,1248,
755,1.0,41,yes,V3,17.0,V2,V1,V1,V4,4153,F,,V1,V3,V3,0.0,30484,1.0,V2,5893,3,V2,V1,1,V2,17,V2,2,V3,1.0,T,4153,
756,0.0,36,yes,V5,24.0,V3,V2,V4,V1,2872,F,,V4,V3,V3,0.0,7710,1.0,V1,4978,4,V4,V2,1,V2,24,V4,3,V3,2.0,T,2872,
757,1.0,37,yes,V3,36.0,V7,V5,V2,V3,12389,F,,V2,V3,V3,0.0,58330,1.0,V1,5295,4,V2,V2,1,V3,36,V2,1,V3,1.0,T,12389,
758,0.0,24,yes,V4,36.0,V3,V1,V2,V4,2323,F,,V2,V3,V3,0.0,98719,1.0,V1,4421,4,V2,V1,1,V1,36,V2,4,V3,1.0,T,2323,
759,0.0,27,yes,V4,11.0,V3,V1,V2,V1,2929,F,,V2,V3,V3,0.0,28067,1.0,V1,2943,1,V2,V1,1,V2,11,V2,2,V2,1.0,T,2929,
760,1.0,28,yes,V3,8.0,V3,V1,V3,V1,744,F,,V3,V3,V2,0.0,108794,1.0,V1,5119,2,V2,V1,1,V2,8,V2,3,V2,1.0,T,744,
761,0.0,30,yes,V3,47.0,V6,V1,V4,V3,6109,F,,V4,V1,V3,0.0,14654,1.0,V1,3075,3,V4,V2,1,V3,47,V4,1,V3,1.0,T,6109,
762,1.0,33,yes,V2,11.0,V7,V1,V1,V1,2579,F,,V1,V3,V2,0.0,76705,1.0,V1,5979,1,V2,V1,1,V2,11,V2,4,V3,2.0,T,2579,
763,0.0,31,yes,V3,24.0,V9,V1,V4,V3,3862,F,,V4,V3,V3,0.0,30795,1.0,V1,4382,2,V3,V1,1,V3,24,V3,1,V3,1.0,T,3862,
764,0.0,28,yes,V2,11.0,V3,V1,V4,V4,2171,F,,V4,V1,V3,0.0,15261,1.0,V1,4630,2,V2,V1,1,V2,11,V2,2,V2,1.0,T,2171,
765,0.0,40,yes,V3,15.0,V3,V5,V4,V1,1386,F,,V4,V3,V3,0.0,83786,1.0,V1,5514,2,V2,V2,1,V1,15,V2,4,V4,1.0,T,1386,
766,1.0,25,yes,V3,30.0,V9,V2,V2,V4,4280,F,,V2,V3,V2,0.0,12264,1.0,V1,4508,4,V5,V1,2,V1,30,V5,4,V2,1.0,T,4280,
767,1.0,23,yes,V3,12.0,V7,V5,V1,V4,899,F,,V1,V3,V3,0.0,46653,1.0,V1,5629,2,V2,V1,1,V2,12,V2,4,V4,1.0,T,899,
768,0.0,35,yes,V2,18.0,V9,V4,V2,V1,1912,F,,V2,V1,V3,0.0,58230,1.0,V1,4879,3,V2,V2,1,V2,18,V2,3,V4,1.0,T,1912,
769,1.0,43,yes,V4,23.0,V2,V1,V2,V4,4056,F,,V2,V3,V3,0.0,27675,1.0,V1,7023,3,V2,V2,1,V2,23,V2,3,V1,1.0,T,4056,
770,0.0,53,yes,V2,23.0,V7,V5,V4,V2,2254,F,,V4,V3,V3,0.0,22240,1.0,V1,5856,1,V2,V1,1,V2,23,V2,4,V3,1.0,T,2254,
771,0.0,30,yes,V2,25.0,V1,V1,V2,V4,7965,F,,V2,V3,V3,0.0,41669,1.0,V1,3397,3,V2,V1,2,V2,25,V2,2,V3,1.0,T,7965,
772,0.0,34,yes,V2,46.0,V7,V1,V1,V1,10722,F,,V1,V3,V2,0.0,51390,1.0,V1,5254,1,V2,V2,1,V2,46,V2,1,V2,1.0,T,10722,
773,0.0,30,yes,V3,36.0,V1,V1,V4,V2,8133,F,,V4,V1,V3,0.0,21820,1.0,V1,5164,2,V2,V1,1,V2,36,V2,1,V2,1.0,T,8133,
774,0.0,32,yes,V3,6.0,V2,V3,V4,V4,2977,F,,V4,V3,V3,0.0,29272,1.0,V1,5209,2,V2,V2,1,V2,6,V2,1,V3,1.0,T,2977,
775,0.0,25,yes,V3,30.0,V9,V2,V4,V2,4272,F,,V4,V3,V2,0.0,32073,1.0,V1,4862,2,V3,V1,2,V2,30,V3,2,V3,1.0,T,4272,
776,0.0,37,yes,V4,23.0,V7,V2,V2,V4,3512,F,,V2,V1,V3,0.0,30934,1.0,V1,4003,3,V2,V2,2,V2,23,V2,2,V3,1.0,T,3512,
777,0.0,20,yes,V3,14.0,V2,V3,V4,V4,2221,F,,V4,V3,V3,0.0,33788,1.0,V1,3600,4,V2,V1,1,V1,14,V2,2,V2,1.0,T,2221,
778,0.0,23,yes,V3,11.0,V2,V1,V4,V1,1768,F,,V4,V3,V2,0.0,108243,1.0,V1,4655,2,V2,V1,1,V1,11,V2,3,V3,1.0,T,1768,
779,0.0,25,yes,V3,17.0,V3,V1,V2,V1,1113,F,,V2,V3,V2,0.0,4079,1.0,V3,2272,4,V2,V1,1,V2,17,V2,4,V2,2.0,T,1113,
780,0.0,42,yes,V3,12.0,V2,V1,V1,V4,2576,F,,V1,V3,V3,0.0,101555,1.0,V1,4472,1,V2,V1,1,V2,12,V2,2,V1,1.0,T,2576,
781,1.0,39,yes,V5,24.0,V10,V5,V1,V4,1358,F,,V1,V2,V4,0.0,8748,1.0,V1,4868,3,V1,V2,1,V2,24,V1,4,V3,1.0,T,1358,
782,1.0,42,yes,V5,15.0,V7,V1,V1,V2,2625,F,,V1,V1,V3,0.0,23564,1.0,V3,4021,4,V4,V2,1,V1,15,V4,2,V3,1.0,T,2625,
783,0.0,24,yes,V3,12.0,V3,V1,V4,V4,1262,F,,V4,V3,V3,0.0,11532,1.0,V1,5844,2,V2,V1,1,V2,12,V2,3,V3,1.0,T,1262,
784,0.0,31,yes,V4,23.0,V2,V5,V4,V4,928,F,,V4,V2,V3,0.0,50721,1.0,V1,3539,2,V2,V2,1,V2,23,V2,4,V3,1.0,T,928,
785,0.0,25,yes,V4,27.0,V9,V1,V4,V4,5117,F,,V4,V3,V3,0.0,100454,1.0,V1,3343,4,V3,V1,2,V2,27,V3,3,V3,1.0,T,5117,
786,0.0,62,yes,V5,24.0,V1,V1,V1,V2,2957,F,,V1,V3,V3,0.0,23313,1.0,V1,4098,4,V4,V2,2,V2,24,V4,4,V3,1.0,T,2957,
787,0.0,35,yes,V2,11.0,V7,V1,V4,V4,1393,F,,V4,V3,V4,0.0,56904,1.0,V1,6210,4,V4,V1,2,V2,11,V4,4,V2,1.0,T,1393,
788,0.0,35,yes,V4,30.0,V3,V5,V4,V2,6741,F,,V4,V3,V3,0.0,18268,1.0,V1,5402,3,V4,V1,2,V2,30,V4,2,V3,1.0,T,6741,
789,1.0,31,yes,V2,23.0,V3,V1,V1,V2,1937,F,,V1,V3,V3,0.0,28153,1.0,V1,5602,3,V2,V1,1,V2,23,V2,4,V1,1.0,T,1937,
790,0.0,24,yes,V3,14.0,V2,V1,V1,V2,974,F,,V1,V3,V3,0.0,24848,1.0,V1,3928,3,V4,V1,2,V2,14,V4,2,V1,1.0,T,974,
791,0.0,24,yes,,30.0,V3,V5,V2,V4,2991,F,,V2,V3,V3,0.0,59370,1.0,V1,4507,4,V2,V1,1,V2,30,V2,2,V2,1.0,T,2991,
792,0.0,27,yes,V4,24.0,V3,V3,V4,V4,1375,F,,V4,V3,V3,0.0,11015,1.0,V1,4316,1,V2,V1,1,V2,24,V2,4,V2,1.0,T,1375,
793,0.0,41,yes,V4,4.0,V7,V1,V4,V1,1455,F,,V4,V3,V2,0.0,12469,1.0,V1,5444,1,V4,V1,3,V2,4,V4,2,V3,2.0,T,1455,
794,0.0,45,yes,V5,6.0,V3,V3,V4,V2,1749,F,,V4,V1,V2,0.0,10964,1.0,V1,3422,4,V1,V1,1,V2,6,V1,2,V3,2.0,T,1749,
795,1.0,25,yes,V2,48.0,V2,V1,V2,V4,9960,F,,V2,V3,V3,0.0,39401,1.0,V1,3532,2,V2,V2,1,V2,48,V2,1,V2,1.0,T,9960,
796,1.0,30,yes,V5,36.0,V2,V1,V1,V4,2746,F,,V1,V1,V3,0.0,19912,1.0,V1,6303,4,V1,V1,1,V2,36,V1,4,V3,1.0,T,2746,
797,1.0,23,yes,V2,48.0,V9,V1,V1,V2,4307,F,,V1,V3,V3,0.0,62177,1.0,V1,5396,4,V2,V1,1,V1,48,V2,3,V2,1.0,T,4307,
798,0.0,43,yes,V2,20.0,V7,V5,V4,V1,3484,F,,V4,V3,V3,0.0,51824,1.0,V1,5701,4,V4,V2,2,V2,20,V4,2,V1,1.0,T,3484,
799,0.0,28,yes,V3,24.0,V2,V1,V1,V2,4169,F,,V1,V3,V3,0.0,48853,1.0,V1,5305,4,V2,V1,1,V2,24,V2,4,V3,1.0,T,4169,
800,1.0,32,yes,V1,47.0,V9,V1,V4,V4,4843,F,,V4,V1,V4,0.0,20466,1.0,V1,5787,2,V2,V2,1,V1,47,V2,3,V3,1.0,T,4843,
801,0.0,20,yes,V2,17.0,V3,V5,V4,V1,1126,F,,V4,V3,V3,0.0,74311,1.0,V1,5213,2,V2,V2,1,V1,17,V2,4,V2,1.0,T,1126,
802,0.0,34,yes,V2,9.0,V7,V5,V2,V1,1548,F,,V2,V3,V1,0.0,22049,1.0,V1,5596,2,V2,V1,1,V2,9,V2,4,V3,1.0,T,1548,
803,1.0,32,yes,V1,23.0,V2,V2,V1,V2,2358,F,,V1,V3,V3,0.0,2296,1.0,V1,5802,1,V2,V1,1,V2,23,V2,1,V1,1.0,T,2358,
804,1.0,27,yes,V4,12.0,V7,V3,V3,V1,938,F,,V3,V3,V3,0.0,18220,1.0,V1,6664,2,V4,V2,3,V2,12,V4,4,V4,1.0,T,938,
805,0.0,39,yes,V4,10.0,V8,V5,V4,V2,893,F,,V4,V3,V3,0.0,8750,1.0,V1,4996,3,V2,V2,1,V2,10,V2,4,V2,1.0,T,893,
806,0.0,25,yes,V5,11.0,V3,V1,V4,V3,1933,F,,V4,V3,V3,0.0,44684,1.0,V1,5934,2,V4,V1,2,V2,11,V4,2,V3,1.0,T,1933,
807,0.0,38,yes,V1,11.0,V7,V1,V4,V2,925,F,,V4,V3,V1,0.0,40671,1.0,V1,4264,2,V4,V1,1,V2,11,V4,1,V2,1.0,T,925,
808,1.0,31,yes,V4,18.0,V7,V1,V4,V2,2774,F,,V4,V1,V3,0.0,69441,1.0,V1,4061,2,V4,V1,2,V2,18,V4,2,V3,1.0,T,2774,
809,0.0,46,no,V5,5.0,V7,V1,V3,V1,1342,F,,V3,V3,V3,0.0,5979,1.0,V1,5746,4,V4,V1,2,V2,5,V4,1,V3,2.0,T,1342,
810,1.0,24,yes,V3,8.0,V2,V1,V2,V1,1236,F,,V2,V3,V3,0.0,17883,1.0,V1,3254,4,V2,V1,1,V2,8,V2,3,V2,1.0,T,1236,
811,0.0,21,yes,V3,9.0,V7,V1,V2,V1,276,F,,V2,V3,V2,0.0,7900,1.0,V1,4539,4,V2,V1,1,V1,9,V2,4,V4,1.0,T,276,
812,0.0,36,yes,V4,47.0,V3,V3,V4,V4,12749,F,,V4,V3,V4,0.0,13000,1.0,V1,3263,1,V3,V2,1,V2,47,V3,4,V3,1.0,T,12749,
813,0.0,22,yes,V2,11.0,V2,V1,V4,V2,1257,F,,V4,V3,V2,0.0,44542,1.0,V1,3533,4,V4,V1,2,V1,11,V4,2,V2,1.0,T,1257,
814,0.0,67,yes,V5,5.0,V3,V5,V1,V1,1168,F,,V1,V3,V3,0.0,22703,1.0,V1,2885,4,V4,V2,2,V2,5,V4,4,V3,1.0,T,1168,
815,0.0,37,yes,V4,24.0,V1,V1,V4,V4,7813,F,,V4,V3,V4,0.0,57158,1.0,V1,6093,3,V2,V2,1,V2,24,V2,3,V3,1.0,T,7813,
816,0.0,46,yes,V3,18.0,V3,V4,V4,V1,1149,F,,V4,V3,V3,0.0,9500,1.0,V1,3256,3,V4,V1,2,V2,18,V4,4,V3,1.0,T,1149,
817,0.0,35,no,V4,12.0,V2,V4,V4,V2,1591,F,,V4,V3,V3,0.0,49513,1.0,V1,4896,2,V4,V1,1,V2,12,V4,3,V2,1.0,T,1591,
818,0.0,36,yes,V5,36.0,V9,V5,V4,V2,7409,F,,V4,V3,V3,0.0,17827,1.0,V1,4298,2,V2,V1,2,V2,36,V2,3,V3,1.0,T,7409,
819,1.0,24,yes,V3,23.0,V7,V5,V1,V1,1370,F,,V1,V3,V3,0.0,107521,1.0,V1,6433,4,V2,V1,1,V1,23,V2,4,V2,1.0,T,1370,
820,0.0,42,yes,V5,35.0,V1,V5,V4,V3,10476,F,,V4,V3,V3,0.0,30852,1.0,V1,4248,4,V4,V1,2,V3,35,V4,2,V3,1.0,T,10476,
821,0.0,34,yes,V5,15.0,V3,V5,V4,V4,1979,F,,V4,V3,V3,0.0,24073,1.0,V1,4407,2,V2,V1,1,V2,15,V2,4,V3,1.0,T,1979,
822,0.0,33,yes,V5,12.0,V2,V1,V4,V2,2758,F,,V4,V3,V3,0.0,22084,1.0,V1,4806,4,V5,V1,2,V2,12,V5,2,V3,1.0,T,2758,
823,0.0,29,yes,V3,11.0,V7,V1,V1,V2,1892,F,,V1,V3,V3,0.0,32803,1.0,V3,5143,4,V2,V2,1,V2,11,V2,4,V2,1.0,T,1892,
824,1.0,29,yes,V2,24.0,V2,V3,V1,V3,3348,F,,V1,V3,V3,0.0,26865,1.0,V1,4321,4,V1,V2,1,V3,24,V1,4,V3,2.0,T,3348,
825,0.0,46,yes,V3,36.0,V2,V1,V1,V2,2348,F,,V1,V3,V3,0.0,54450,1.0,V1,4642,2,V4,V2,2,V2,36,V4,3,V4,1.0,T,2348,
826,0.0,48,yes,V3,11.0,V3,V1,V2,V1,1092,F,,V2,V3,V3,0.0,63248,1.0,V3,4569,4,V2,V2,2,V2,11,V2,4,V2,1.0,T,1092,
827,0.0,38,yes,V4,35.0,V7,V1,V1,V3,3249,F,,V1,V1,V4,0.0,5599,1.0,V1,3551,4,V2,V2,1,V3,35,V2,2,V3,2.0,T,3249,
828,0.0,20,yes,V5,24.0,V3,V1,V2,V4,1967,F,,V2,V3,V3,0.0,40854,1.0,V1,3511,4,V2,V2,1,V2,24,V2,4,V2,1.0,T,1967,
829,0.0,37,no,V3,12.0,V7,V1,V1,V2,2171,F,,V1,V1,V2,0.0,63814,1.0,V1,4648,4,V4,V1,2,V2,12,V4,4,V3,1.0,T,2171,
830,0.0,27,yes,V3,11.0,V3,V2,V4,V1,2073,F,,V4,V3,V3,0.0,51300,1.0,V2,4038,2,V2,V1,1,V2,11,V2,4,V2,1.0,T,2073,
831,0.0,28,yes,V5,5.0,V3,V1,V2,V4,1067,F,,V2,V3,V3,0.0,10041,1.0,V1,5995,4,V2,V1,1,V2,5,V2,4,V3,2.0,T,1067,
832,0.0,26,yes,V4,21.0,V2,V1,V1,V4,3598,F,,V1,V3,V2,0.0,4989,1.0,V1,4898,4,V2,V1,1,V1,21,V2,1,V2,1.0,T,3598,
833,0.0,40,yes,V4,41.0,V9,V1,V2,V1,5953,F,,V2,V1,V2,0.0,59319,1.0,V1,4699,1,V4,V1,2,V2,41,V4,2,V2,1.0,T,5953,
834,0.0,46,yes,V5,47.0,V3,V5,V4,V1,3578,F,,V4,V3,V3,0.0,41049,1.0,V1,3651,1,V4,V2,1,V2,47,V4,4,V3,1.0,T,3578,
835,0.0,27,yes,,5.0,V3,V1,V4,V4,1382,F,,V4,V3,V3,0.0,14314,1.0,V1,5222,1,V4,V2,2,V2,5,V4,1,V2,1.0,T,1382,
836,0.0,31,yes,V4,17.0,V9,V1,V1,V2,3104,F,,V1,V1,V3,0.0,19664,1.0,V1,3612,1,V5,V2,1,V2,17,V5,3,V3,1.0,T,3104,
837,0.0,33,yes,V3,15.0,V3,V1,V4,V1,1478,F,,V4,V1,V3,0.0,83291,1.0,V1,4103,3,V3,V1,2,V2,15,V3,4,V4,1.0,T,1478,
838,0.0,73,yes,V4,5.0,V9,V1,V4,V1,3448,F,,V4,V3,V2,0.0,47486,1.0,V1,6387,4,V2,V1,1,V2,5,V2,1,V3,1.0,T,3448,
839,0.0,39,yes,V3,10.0,V7,V1,V4,V2,7227,F,,V4,V3,V2,0.0,46302,1.0,V1,3601,4,V4,V1,2,V2,10,V4,1,V3,1.0,T,7227,
840,0.0,56,yes,V2,6.0,V6,V1,V4,V3,1537,F,,V4,V3,V3,0.0,118859,1.0,V1,3816,2,V2,V1,1,V2,6,V2,1,V2,1.0,T,1537,
841,1.0,47,yes,V5,36.0,V1,V5,V1,V3,8334,F,,V1,V3,V3,0.0,71839,1.0,V1,4565,4,V2,V1,1,V3,36,V2,3,V3,1.0,T,8334,
842,0.0,39,yes,V4,12.0,V9,V2,V2,V1,1037,F,,V2,V3,V2,0.0,15280,1.0,V1,4686,4,V2,V1,1,V2,12,V2,3,V3,1.0,T,1037,
843,1.0,38,yes,V2,23.0,V3,V2,V2,V3,1216,F,,V2,V1,V3,0.0,64626,1.0,V1,6290,4,V4,V1,2,V2,23,V4,4,V3,2.0,T,1216,
844,0.0,51,yes,V4,5.0,V3,V1,V4,V2,1594,F,,V4,V3,V3,0.0,102291,1.0,V1,5612,2,V2,V1,1,V2,5,V2,3,V3,2.0,T,1594,
845,0.0,46,yes,V5,9.0,V6,V3,V4,V3,726,F,,V4,V3,V3,0.0,57988,1.0,V1,5390,4,V2,V2,1,V3,9,V2,4,V3,1.0,T,726,
846,1.0,46,yes,V5,12.0,V7,V1,V2,V1,1222,F,,V2,V3,V3,0.0,61161,1.0,V1,6667,1,V2,V1,2,V1,12,V2,1,V1,1.0,T,1222,
847,0.0,48,yes,V5,11.0,V3,V5,V4,V1,2330,F,,V4,V3,V3,0.0,25501,1.0,V2,5587,4,V4,V2,1,V2,11,V4,1,V3,1.0,T,2330,
848,0.0,26,yes,V3,11.0,V7,V1,V1,V1,1167,F,,V1,V3,V2,0.0,49197,1.0,V1,4966,3,V2,V1,1,V2,11,V2,4,V4,1.0,T,1167,
849,1.0,39,yes,V3,24.0,V10,V1,V2,V4,11938,F,,V2,V3,V4,0.0,18165,1.0,V2,5058,3,V4,V2,2,V2,24,V4,2,V3,2.0,T,11938,
850,0.0,33,no,V3,8.0,V3,V1,V2,V1,1414,F,,V2,V3,V3,0.0,33354,1.0,V3,3442,2,V2,V1,1,V2,8,V2,4,V3,1.0,T,1414,
851,0.0,23,yes,V2,8.0,V4,V1,V4,V1,1235,F,,V4,V3,V3,0.0,53016,1.0,V1,3444,4,V2,V2,1,V1,8,V2,1,V2,1.0,T,1235,3.0
852,0.0,35,yes,V4,12.0,V7,V3,V2,V4,2366,F,,V2,V3,V4,0.0,32248,1.0,V1,4689,3,V4,V2,1,V2,12,V4,3,V1,1.0,T,2366,
853,0.0,34,yes,V5,14.0,V9,V3,V2,V1,1409,F,,V2,V3,V3,0.0,35445,1.0,V1,2587,2,V2,V2,1,V2,14,V2,1,V4,1.0,T,1409,
854,0.0,30,yes,V3,14.0,V6,V2,V4,V4,1531,F,,V4,V3,V3,0.0,28262,1.0,V1,3616,3,V4,V1,1,V2,14,V4,4,V2,1.0,T,1531,
855,0.0,34,yes,V4,8.0,V2,V1,V2,V4,1919,F,,V2,V3,V3,0.0,88093,1.0,V1,5554,3,V4,V2,1,V1,8,V4,4,V3,1.0,T,1919,
856,1.0,27,yes,V4,47.0,V3,V4,V2,V3,10960,F,,V2,V1,V3,0.0,61252,1.0,V2,4325,2,V2,V2,2,V2,47,V2,1,V3,1.0,T,10960,
857,1.0,26,yes,V4,11.0,V7,V1,V1,V1,758,F,,V1,V3,V3,0.0,17075,1.0,V1,5561,2,V2,V1,1,V2,11,V2,4,V3,1.0,T,758,
858,0.0,27,yes,V4,20.0,V9,V1,V2,V2,3652,F,,V2,V3,V3,0.0,17238,1.0,V1,6557,3,V4,V1,2,V2,20,V4,2,V3,1.0,T,3652,
859,1.0,25,yes,V3,36.0,V6,V1,V1,V3,8065,F,,V1,V3,V4,0.0,28816,1.0,V1,4327,2,V4,V2,2,V2,36,V4,3,V2,1.0,T,8065,
860,1.0,33,yes,V2,12.0,V3,V2,V1,V3,727,F,,V1,V3,V2,0.0,6663,1.0,V1,5086,3,V2,V2,1,V2,12,V2,4,V4,1.0,T,727,
861,0.0,35,yes,V1,6.0,V2,V1,V1,V3,1871,F,,V1,V3,V4,0.0,7393,1.0,V1,5367,4,V4,V2,3,V3,6,V4,4,V3,1.0,T,1871,
862,0.0,48,yes,V5,17.0,V3,V1,V2,V1,1794,F,,V2,V1,V2,0.0,96636,1.0,V3,5538,4,V4,V2,2,V1,17,V4,3,V2,1.0,T,1794,
863,1.0,44,yes,,24.0,V7,V1,V1,V1,2302,F,,V1,V3,V3,0.0,72792,1.0,V2,7182,1,V2,V1,1,V2,24,V2,4,V3,1.0,T,2302,
864,0.0,27,yes,V3,36.0,V2,V1,V1,V2,5370,F,,V1,V3,V3,0.0,35308,1.0,V3,5235,2,V4,V1,2,V2,36,V4,3,V3,1.0,T,5370,
865,0.0,26,yes,V4,23.0,V3,V2,V4,V2,1310,F,,V4,V3,V3,0.0,44831,1.0,V1,5755,3,V2,V2,1,V2,23,V2,4,V4,1.0,T,1310,
866,1.0,35,yes,V4,12.0,V7,V1,V1,V4,1371,F,,V1,V3,V3,0.0,52310,1.0,V1,4903,3,V2,V1,1,V2,12,V2,2,V1,1.0,T,1371,
867,1.0,20,yes,V3,18.0,V2,V1,V1,V1,2039,F,,V1,V1,V3,0.0,13164,1.0,V1,5786,4,V2,V1,1,V1,18,V2,1,V2,1.0,T,2039,
868,0.0,49,yes,V5,5.0,V2,V1,V1,V2,427,F,,V1,V1,V3,0.0,25239,1.0,V1,4620,1,V2,V2,1,V2,5,V2,2,V2,1.0,T,427,
869,0.0,26,yes,V3,12.0,V2,V1,V1,V1,1657,F,,V1,V3,V3,0.0,30269,1.0,V1,5789,2,V2,V1,1,V2,12,V2,2,V3,1.0,T,1657,
870,0.0,25,yes,V2,29.0,V9,V5,V1,V4,8071,F,,V1,V1,V3,0.0,71127,1.0,V1,6805,3,V5,V1,3,V2,29,V5,2,V3,1.0,T,8071,
871,0.0,30,yes,V5,6.0,V9,V2,V2,V4,1448,F,,V2,V1,V3,0.0,19646,1.0,V1,5130,2,V3,V1,2,V2,6,V3,1,V1,2.0,T,1448,
872,0.0,25,yes,V4,12.0,V4,V1,V2,V2,1424,F,,V2,V3,V3,0.0,66818,1.0,V1,4771,3,V4,V1,1,V2,12,V4,4,V3,1.0,T,1424,
873,1.0,59,yes,V5,12.0,V2,V1,V1,V2,2246,F,,V1,V3,V3,0.0,40686,1.0,V1,6120,3,V4,V1,2,V2,12,V4,3,V3,1.0,T,2246,
874,0.0,40,yes,V5,30.0,V3,V5,V4,V4,3076,F,,V4,V3,V3,0.0,34376,1.0,V1,4865,2,V4,V2,2,V2,30,V4,3,V3,2.0,T,3076,
875,1.0,31,no,V3,47.0,V10,V1,V2,V2,18424,F,,V2,V1,V4,0.0,51593,1.0,V1,5920,2,V5,V2,1,V2,47,V5,1,V2,1.0,T,18424,
